"","year","month","HourlySeaLevelPressure"
"41819","2012","04",101546.14
"41820","2012","04",101546.14
"41821","2012","04",101580
"41822","2012","04",101512.28
"41823","2012","04",101512.28
"41824","2012","04",101478.42
"41825","2012","04",101478.42
"41826","2012","04",101512.28
"41827","2012","04",101444.56
"41828","2012","04",101444.56
"41829","2012","04",101376.84
"41830","2012","04",101309.12
"41831","2012","04",101376.84
"41832","2012","04",101309.12
"41833","2012","04",101275.26
"41834","2012","04",101105.96
"41835","2012","04",101072.1
"41836","2012","04",101004.38
"41837","2012","04",101038.24
"41838","2012","04",101038.24
"41839","2012","04",101004.38
"41840","2012","04",100902.8
"41841","2012","04",100835.08
"41842","2012","04",100767.36
"41843","2012","04",100699.64
"41844","2012","04",100598.06
"41845","2012","04",100598.06
"41846","2012","04",101580
"41847","2012","04",101580
"41848","2012","04",100598.06
"41849","2012","04",101580
"41850","2012","04",100564.2
"41851","2012","04",100496.48
"41852","2012","04",101580
"41853","2012","04",101580
"41854","2012","04",100530.34
"41855","2012","04",101580
"41856","2012","04",101580
"41857","2012","04",100496.48
"41858","2012","04",101580
"41859","2012","04",101580
"41860","2012","04",100564.2
"41861","2012","04",101580
"41862","2012","04",100564.2
"41863","2012","04",101580
"41864","2012","04",101580
"41865","2012","04",101580
"41866","2012","04",100530.34
"41867","2012","04",101580
"41868","2012","04",100462.62
"41869","2012","04",101580
"41870","2012","04",101580
"41871","2012","04",100462.62
"41872","2012","04",100598.06
"41873","2012","04",100631.92
"41874","2012","04",101580
"41875","2012","04",100835.08
"41876","2012","04",101580
"41877","2012","04",101580
"41878","2012","04",101580
"41879","2012","04",101580
"41880","2012","04",101580
"41881","2012","04",101580
"41882","2012","04",101580
"41883","2012","04",101580
"41884","2012","04",100767.36
"41885","2012","04",100970.52
"41886","2012","04",101342.98
"41887","2012","04",101478.42
"41888","2012","04",101580
"41889","2012","04",101647.72
"41890","2012","04",101715.44
"41891","2012","04",101783.16
"41892","2012","04",101884.74
"41893","2012","04",101918.6
"41894","2012","04",102054.04
"41895","2012","04",101580
"41896","2012","04",102054.04
"41897","2012","04",102020.18
"41898","2012","04",102121.76
"41899","2012","04",102155.62
"41900","2012","04",102257.2
"41901","2012","04",102324.92
"41902","2012","04",102291.06
"41903","2012","04",102223.34
"41904","2012","04",102189.48
"41905","2012","04",102155.62
"41906","2012","04",102155.62
"41907","2012","04",102155.62
"41908","2012","04",102121.76
"41909","2012","04",102121.76
"41910","2012","04",102054.04
"41911","2012","04",102054.04
"41912","2012","04",102087.9
"41913","2012","04",102121.76
"41914","2012","04",102087.9
"41915","2012","04",102121.76
"41916","2012","04",102121.76
"41917","2012","04",102121.76
"41918","2012","04",102087.9
"41919","2012","04",102020.18
"41920","2012","04",101580
"41921","2012","04",101986.32
"41922","2012","04",101952.46
"41923","2012","04",101952.46
"41924","2012","04",101952.46
"41925","2012","04",101918.6
"41926","2012","04",101952.46
"41927","2012","04",101952.46
"41928","2012","04",101850.88
"41929","2012","04",101817.02
"41930","2012","04",101817.02
"41931","2012","04",101817.02
"41932","2012","04",101749.3
"41933","2012","04",101647.72
"41934","2012","04",101613.86
"41935","2012","04",101580
"41936","2012","04",101546.14
"41937","2012","04",101580
"41938","2012","04",101613.86
"41939","2012","04",101613.86
"41940","2012","04",101647.72
"41941","2012","04",101647.72
"41942","2012","04",101580
"41943","2012","04",101580
"41944","2012","04",101613.86
"41945","2012","04",101580
"41946","2012","04",101580
"41947","2012","04",101580
"41948","2012","04",101613.86
"41949","2012","04",101647.72
"41950","2012","04",101647.72
"41951","2012","04",101715.44
"41952","2012","04",101715.44
"41953","2012","04",101647.72
"41954","2012","04",101613.86
"41955","2012","04",101613.86
"41956","2012","04",101580
"41957","2012","04",101512.28
"41958","2012","04",101512.28
"41959","2012","04",101580
"41960","2012","04",101512.28
"41961","2012","04",101478.42
"41962","2012","04",101512.28
"41963","2012","04",101580
"41964","2012","04",101647.72
"41965","2012","04",101647.72
"41966","2012","04",101681.58
"41967","2012","04",101647.72
"41968","2012","04",101613.86
"41969","2012","04",101580
"41970","2012","04",101580
"41971","2012","04",101613.86
"41972","2012","04",101613.86
"41973","2012","04",101580
"41974","2012","04",101613.86
"41975","2012","04",101512.28
"41976","2012","04",101546.14
"41977","2012","04",101613.86
"41978","2012","04",101613.86
"41979","2012","04",101647.72
"41980","2012","04",101512.28
"41981","2012","04",101512.28
"41982","2012","04",101512.28
"41983","2012","04",101444.56
"41984","2012","04",101410.7
"41985","2012","04",101410.7
"41986","2012","04",101342.98
"41987","2012","04",101342.98
"41988","2012","04",101275.26
"41989","2012","04",101207.54
"41990","2012","04",101173.68
"41991","2012","04",101173.68
"41992","2012","04",101139.82
"41993","2012","04",101038.24
"41994","2012","04",101072.1
"41995","2012","04",101580
"41996","2012","04",101580
"41997","2012","05",101004.38
"41998","2012","05",101004.38
"41999","2012","05",101105.96
"42000","2012","05",101105.96
"42001","2012","05",101105.96
"42002","2012","05",101139.82
"42003","2012","05",101072.1
"42004","2012","05",101038.24
"42005","2012","05",101004.38
"42006","2012","05",100936.66
"42007","2012","05",100970.52
"42008","2012","05",100868.94
"42009","2012","05",100868.94
"42010","2012","05",100902.8
"42011","2012","05",100936.66
"42012","2012","05",100970.52
"42013","2012","05",101038.24
"42014","2012","05",101072.1
"42015","2012","05",101072.1
"42016","2012","05",101038.24
"42017","2012","05",101038.24
"42018","2012","05",100970.52
"42019","2012","05",100970.52
"42020","2012","05",101038.24
"42021","2012","05",101580
"42022","2012","05",101105.96
"42023","2012","05",101072.1
"42024","2012","05",101072.1
"42025","2012","05",101139.82
"42026","2012","05",101139.82
"42027","2012","05",101207.54
"42028","2012","05",101173.68
"42029","2012","05",101038.24
"42030","2012","05",101004.38
"42031","2012","05",101072.1
"42032","2012","05",101072.1
"42033","2012","05",101139.82
"42034","2012","05",101105.96
"42035","2012","05",101105.96
"42036","2012","05",101072.1
"42037","2012","05",101173.68
"42038","2012","05",101207.54
"42039","2012","05",101207.54
"42040","2012","05",101139.82
"42041","2012","05",101072.1
"42042","2012","05",101072.1
"42043","2012","05",101139.82
"42044","2012","05",101105.96
"42045","2012","05",101038.24
"42046","2012","05",101580
"42047","2012","05",100970.52
"42048","2012","05",100936.66
"42049","2012","05",100936.66
"42050","2012","05",100936.66
"42051","2012","05",100902.8
"42052","2012","05",100936.66
"42053","2012","05",101038.24
"42054","2012","05",101038.24
"42055","2012","05",101105.96
"42056","2012","05",101207.54
"42057","2012","05",101275.26
"42058","2012","05",101207.54
"42059","2012","05",101173.68
"42060","2012","05",101241.4
"42061","2012","05",101275.26
"42062","2012","05",101342.98
"42063","2012","05",101478.42
"42064","2012","05",101512.28
"42065","2012","05",101580
"42066","2012","05",101512.28
"42067","2012","05",101580
"42068","2012","05",101512.28
"42069","2012","05",101580
"42070","2012","05",101580
"42071","2012","05",101546.14
"42072","2012","05",101512.28
"42073","2012","05",101580
"42074","2012","05",101512.28
"42075","2012","05",101478.42
"42076","2012","05",101444.56
"42077","2012","05",101444.56
"42078","2012","05",101478.42
"42079","2012","05",101512.28
"42080","2012","05",101512.28
"42081","2012","05",101512.28
"42082","2012","05",101512.28
"42083","2012","05",101512.28
"42084","2012","05",101546.14
"42085","2012","05",101546.14
"42086","2012","05",101580
"42087","2012","05",101613.86
"42088","2012","05",101613.86
"42089","2012","05",101681.58
"42090","2012","05",101749.3
"42091","2012","05",101884.74
"42092","2012","05",101918.6
"42093","2012","05",102054.04
"42094","2012","05",102155.62
"42095","2012","05",102155.62
"42096","2012","05",102189.48
"42097","2012","05",102223.34
"42098","2012","05",101580
"42099","2012","05",102223.34
"42100","2012","05",102257.2
"42101","2012","05",102257.2
"42102","2012","05",102291.06
"42103","2012","05",102324.92
"42104","2012","05",102358.78
"42105","2012","05",102358.78
"42106","2012","05",102392.64
"42107","2012","05",102358.78
"42108","2012","05",102392.64
"42109","2012","05",102324.92
"42110","2012","05",102257.2
"42111","2012","05",102223.34
"42112","2012","05",102223.34
"42113","2012","05",102155.62
"42114","2012","05",102155.62
"42115","2012","05",102155.62
"42116","2012","05",102189.48
"42117","2012","05",102189.48
"42118","2012","05",102223.34
"42119","2012","05",102189.48
"42120","2012","05",102257.2
"42121","2012","05",102223.34
"42122","2012","05",102257.2
"42123","2012","05",101580
"42124","2012","05",102121.76
"42125","2012","05",102189.48
"42126","2012","05",102223.34
"42127","2012","05",102223.34
"42128","2012","05",102257.2
"42129","2012","05",102324.92
"42130","2012","05",102291.06
"42131","2012","05",102257.2
"42132","2012","05",102155.62
"42133","2012","05",102223.34
"42134","2012","05",102223.34
"42135","2012","05",102189.48
"42136","2012","05",102054.04
"42137","2012","05",102155.62
"42138","2012","05",102121.76
"42139","2012","05",102155.62
"42140","2012","05",102189.48
"42141","2012","05",102257.2
"42142","2012","05",102223.34
"42143","2012","05",102257.2
"42144","2012","05",102324.92
"42145","2012","05",102324.92
"42146","2012","05",102324.92
"42147","2012","05",102324.92
"42148","2012","05",101580
"42149","2012","05",102324.92
"42150","2012","05",102324.92
"42151","2012","05",102324.92
"42152","2012","05",102291.06
"42153","2012","05",102324.92
"42154","2012","05",102392.64
"42155","2012","05",102358.78
"42156","2012","05",102257.2
"42157","2012","05",102189.48
"42158","2012","05",102223.34
"42159","2012","05",102189.48
"42160","2012","05",102155.62
"42161","2012","05",102121.76
"42162","2012","05",102054.04
"42163","2012","05",102054.04
"42164","2012","05",101986.32
"42165","2012","05",102020.18
"42166","2012","05",102087.9
"42167","2012","05",102087.9
"42168","2012","05",102087.9
"42169","2012","05",102087.9
"42170","2012","05",102121.76
"42171","2012","05",102121.76
"42172","2012","05",102121.76
"42173","2012","05",101580
"42174","2012","05",102121.76
"42175","2012","05",102087.9
"42176","2012","05",102054.04
"42177","2012","05",102054.04
"42178","2012","05",102087.9
"42179","2012","05",102121.76
"42180","2012","05",102087.9
"42181","2012","05",102054.04
"42182","2012","05",101986.32
"42183","2012","05",101952.46
"42184","2012","05",101918.6
"42185","2012","05",101918.6
"42186","2012","05",101952.46
"42187","2012","05",101918.6
"42188","2012","05",101817.02
"42189","2012","05",101817.02
"42190","2012","05",101850.88
"42191","2012","05",101884.74
"42192","2012","05",101850.88
"42193","2012","05",101817.02
"42194","2012","05",101783.16
"42195","2012","05",101850.88
"42196","2012","05",101850.88
"42197","2012","05",101850.88
"42198","2012","05",101580
"42199","2012","05",101850.88
"42200","2012","05",101850.88
"42201","2012","05",101850.88
"42202","2012","05",101884.74
"42203","2012","05",101884.74
"42204","2012","05",102020.18
"42205","2012","05",101986.32
"42206","2012","05",101850.88
"42207","2012","05",101783.16
"42208","2012","05",101783.16
"42209","2012","05",101715.44
"42210","2012","05",101647.72
"42211","2012","05",101580
"42212","2012","05",101580
"42213","2012","05",101546.14
"42214","2012","05",101546.14
"42215","2012","05",101580
"42216","2012","05",101580
"42217","2012","05",101546.14
"42218","2012","05",101478.42
"42219","2012","05",101444.56
"42220","2012","05",101444.56
"42221","2012","05",101342.98
"42222","2012","05",101309.12
"42223","2012","05",101580
"42224","2012","05",101275.26
"42225","2012","05",101275.26
"42226","2012","05",101309.12
"42227","2012","05",101342.98
"42228","2012","05",101444.56
"42229","2012","05",101512.28
"42230","2012","05",101444.56
"42231","2012","05",101478.42
"42232","2012","05",101478.42
"42233","2012","05",101478.42
"42234","2012","05",101444.56
"42235","2012","05",101444.56
"42236","2012","05",101444.56
"42237","2012","05",101410.7
"42238","2012","05",101376.84
"42239","2012","05",101342.98
"42240","2012","05",101410.7
"42241","2012","05",101376.84
"42242","2012","05",101376.84
"42243","2012","05",101444.56
"42244","2012","05",101512.28
"42245","2012","05",101512.28
"42246","2012","05",101580
"42247","2012","05",101580
"42248","2012","05",101580
"42249","2012","05",101580
"42250","2012","05",101613.86
"42251","2012","05",101681.58
"42252","2012","05",101681.58
"42253","2012","05",101715.44
"42254","2012","05",101749.3
"42255","2012","05",101749.3
"42256","2012","05",101715.44
"42257","2012","05",101715.44
"42258","2012","05",101715.44
"42259","2012","05",101749.3
"42260","2012","05",101715.44
"42261","2012","05",101715.44
"42262","2012","05",101749.3
"42263","2012","05",101715.44
"42264","2012","05",101715.44
"42265","2012","05",101749.3
"42266","2012","05",101783.16
"42267","2012","05",101817.02
"42268","2012","05",101817.02
"42269","2012","05",101884.74
"42270","2012","05",101952.46
"42271","2012","05",101952.46
"42272","2012","05",101986.32
"42273","2012","05",101580
"42274","2012","05",102054.04
"42275","2012","05",102020.18
"42276","2012","05",102054.04
"42277","2012","05",102121.76
"42278","2012","05",102155.62
"42279","2012","05",102291.06
"42280","2012","05",102257.2
"42281","2012","05",102155.62
"42282","2012","05",102155.62
"42283","2012","05",102189.48
"42284","2012","05",102155.62
"42285","2012","05",102121.76
"42286","2012","05",102121.76
"42287","2012","05",102121.76
"42288","2012","05",102087.9
"42289","2012","05",102087.9
"42290","2012","05",102087.9
"42291","2012","05",102155.62
"42292","2012","05",102155.62
"42293","2012","05",102155.62
"42294","2012","05",102223.34
"42295","2012","05",102223.34
"42296","2012","05",102223.34
"42297","2012","05",102223.34
"42298","2012","05",101580
"42299","2012","05",102223.34
"42300","2012","05",102291.06
"42301","2012","05",102257.2
"42302","2012","05",102291.06
"42303","2012","05",102324.92
"42304","2012","05",102358.78
"42305","2012","05",102324.92
"42306","2012","05",102223.34
"42307","2012","05",102121.76
"42308","2012","05",102087.9
"42309","2012","05",102020.18
"42310","2012","05",101952.46
"42311","2012","05",101952.46
"42312","2012","05",101918.6
"42313","2012","05",101884.74
"42314","2012","05",101817.02
"42315","2012","05",101817.02
"42316","2012","05",101817.02
"42317","2012","05",101783.16
"42318","2012","05",101749.3
"42319","2012","05",101749.3
"42320","2012","05",101715.44
"42321","2012","05",101681.58
"42322","2012","05",101647.72
"42323","2012","05",101580
"42324","2012","05",101613.86
"42325","2012","05",101580
"42326","2012","05",101613.86
"42327","2012","05",101613.86
"42328","2012","05",101681.58
"42329","2012","05",101681.58
"42330","2012","05",101613.86
"42331","2012","05",101546.14
"42332","2012","05",101512.28
"42333","2012","05",101478.42
"42334","2012","05",101410.7
"42335","2012","05",101376.84
"42336","2012","05",101342.98
"42337","2012","05",101342.98
"42338","2012","05",101410.7
"42339","2012","05",101444.56
"42340","2012","05",101512.28
"42341","2012","05",101512.28
"42342","2012","05",101444.56
"42343","2012","05",101512.28
"42344","2012","05",101580
"42345","2012","05",101580
"42346","2012","05",101580
"42347","2012","05",101546.14
"42348","2012","05",101580
"42349","2012","05",101546.14
"42350","2012","05",101512.28
"42351","2012","05",101512.28
"42352","2012","05",101580
"42353","2012","05",101647.72
"42354","2012","05",101715.44
"42355","2012","05",101681.58
"42356","2012","05",101613.86
"42357","2012","05",101613.86
"42358","2012","05",101681.58
"42359","2012","05",101613.86
"42360","2012","05",101580
"42361","2012","05",101580
"42362","2012","05",101580
"42363","2012","05",101546.14
"42364","2012","05",101546.14
"42365","2012","05",101613.86
"42366","2012","05",101613.86
"42367","2012","05",101715.44
"42368","2012","05",101613.86
"42369","2012","05",101749.3
"42370","2012","05",101783.16
"42371","2012","05",101783.16
"42372","2012","05",101749.3
"42373","2012","05",101580
"42374","2012","05",101715.44
"42375","2012","05",101681.58
"42376","2012","05",101681.58
"42377","2012","05",101749.3
"42378","2012","05",101783.16
"42379","2012","05",101817.02
"42380","2012","05",101749.3
"42381","2012","05",101681.58
"42382","2012","05",101715.44
"42383","2012","05",101681.58
"42384","2012","05",101613.86
"42385","2012","05",101613.86
"42386","2012","05",101613.86
"42387","2012","05",101546.14
"42388","2012","05",101512.28
"42389","2012","05",101546.14
"42390","2012","05",101580
"42391","2012","05",101613.86
"42392","2012","05",101580
"42393","2012","05",101580
"42394","2012","05",101580
"42395","2012","05",101478.42
"42396","2012","05",101376.84
"42397","2012","05",101376.84
"42398","2012","05",101580
"42399","2012","05",101376.84
"42400","2012","05",101342.98
"42401","2012","05",101275.26
"42402","2012","05",101139.82
"42403","2012","05",101038.24
"42404","2012","05",101072.1
"42405","2012","05",101072.1
"42406","2012","05",101004.38
"42407","2012","05",101004.38
"42408","2012","05",101004.38
"42409","2012","05",100936.66
"42410","2012","05",100936.66
"42411","2012","05",100902.8
"42412","2012","05",100801.22
"42413","2012","05",100767.36
"42414","2012","05",100699.64
"42415","2012","05",100733.5
"42416","2012","05",100767.36
"42417","2012","05",100835.08
"42418","2012","05",100902.8
"42419","2012","05",101004.38
"42420","2012","05",100970.52
"42421","2012","05",101038.24
"42422","2012","05",101072.1
"42423","2012","05",101580
"42424","2012","05",101072.1
"42425","2012","05",101072.1
"42426","2012","05",101139.82
"42427","2012","05",101580
"42428","2012","05",101173.68
"42429","2012","05",101580
"42430","2012","05",101241.4
"42431","2012","05",101342.98
"42432","2012","05",101342.98
"42433","2012","05",101309.12
"42434","2012","05",101376.84
"42435","2012","05",101376.84
"42436","2012","05",101376.84
"42437","2012","05",101410.7
"42438","2012","05",101376.84
"42439","2012","05",101376.84
"42440","2012","05",101342.98
"42441","2012","05",101342.98
"42442","2012","05",101376.84
"42443","2012","05",101410.7
"42444","2012","05",101444.56
"42445","2012","05",101512.28
"42446","2012","05",101580
"42447","2012","05",101613.86
"42448","2012","05",101580
"42449","2012","05",101546.14
"42450","2012","05",101580
"42451","2012","05",101580
"42452","2012","05",101580
"42453","2012","05",101580
"42454","2012","05",101580
"42455","2012","05",101647.72
"42456","2012","05",101681.58
"42457","2012","05",101681.58
"42458","2012","05",101613.86
"42459","2012","05",101647.72
"42460","2012","05",101613.86
"42461","2012","05",101647.72
"42462","2012","05",101613.86
"42463","2012","05",101613.86
"42464","2012","05",101613.86
"42465","2012","05",101613.86
"42466","2012","05",101647.72
"42467","2012","05",101647.72
"42468","2012","05",101715.44
"42469","2012","05",101715.44
"42470","2012","05",101715.44
"42471","2012","05",101783.16
"42472","2012","05",101817.02
"42473","2012","05",101850.88
"42474","2012","05",101850.88
"42475","2012","05",101580
"42476","2012","05",101817.02
"42477","2012","05",101817.02
"42478","2012","05",101817.02
"42479","2012","05",101884.74
"42480","2012","05",101918.6
"42481","2012","05",101952.46
"42482","2012","05",101952.46
"42483","2012","05",101884.74
"42484","2012","05",101884.74
"42485","2012","05",101884.74
"42486","2012","05",101850.88
"42487","2012","05",101850.88
"42488","2012","05",101783.16
"42489","2012","05",101749.3
"42490","2012","05",101681.58
"42491","2012","05",101681.58
"42492","2012","05",101715.44
"42493","2012","05",101783.16
"42494","2012","05",101783.16
"42495","2012","05",101749.3
"42496","2012","05",101817.02
"42497","2012","05",101817.02
"42498","2012","05",101850.88
"42499","2012","05",101817.02
"42500","2012","05",101580
"42501","2012","05",101749.3
"42502","2012","05",101749.3
"42503","2012","05",101681.58
"42504","2012","05",101647.72
"42505","2012","05",101681.58
"42506","2012","05",101715.44
"42507","2012","05",101681.58
"42508","2012","05",101647.72
"42509","2012","05",101681.58
"42510","2012","05",101715.44
"42511","2012","05",101715.44
"42512","2012","05",101715.44
"42513","2012","05",101715.44
"42514","2012","05",101715.44
"42515","2012","05",101681.58
"42516","2012","05",101749.3
"42517","2012","05",101817.02
"42518","2012","05",101715.44
"42519","2012","05",101681.58
"42520","2012","05",101715.44
"42521","2012","05",101783.16
"42522","2012","05",101783.16
"42523","2012","05",101749.3
"42524","2012","05",101681.58
"42525","2012","05",101580
"42526","2012","05",101681.58
"42527","2012","05",101647.72
"42528","2012","05",101715.44
"42529","2012","05",101749.3
"42530","2012","05",101715.44
"42531","2012","05",101715.44
"42532","2012","05",101681.58
"42533","2012","05",101715.44
"42534","2012","05",101681.58
"42535","2012","05",101647.72
"42536","2012","05",101613.86
"42537","2012","05",101580
"42538","2012","05",101580
"42539","2012","05",101613.86
"42540","2012","05",101580
"42541","2012","05",101613.86
"42542","2012","05",101613.86
"42543","2012","05",101613.86
"42544","2012","05",101580
"42545","2012","05",101546.14
"42546","2012","05",101512.28
"42547","2012","05",101478.42
"42548","2012","05",101512.28
"42549","2012","05",101512.28
"42550","2012","05",101580
"42551","2012","05",101478.42
"42552","2012","05",101512.28
"42553","2012","05",101444.56
"42554","2012","05",101376.84
"42555","2012","05",101410.7
"42556","2012","05",101309.12
"42557","2012","05",101309.12
"42558","2012","05",101241.4
"42559","2012","05",101207.54
"42560","2012","05",101173.68
"42561","2012","05",101139.82
"42562","2012","05",101173.68
"42563","2012","05",101139.82
"42564","2012","05",101139.82
"42565","2012","05",101139.82
"42566","2012","05",101139.82
"42567","2012","05",101173.68
"42568","2012","05",101105.96
"42569","2012","05",101139.82
"42570","2012","05",101173.68
"42571","2012","05",101241.4
"42572","2012","05",101241.4
"42573","2012","05",101241.4
"42574","2012","05",101241.4
"42575","2012","05",101580
"42576","2012","05",101173.68
"42577","2012","05",101173.68
"42578","2012","05",101139.82
"42579","2012","05",101072.1
"42580","2012","05",101105.96
"42581","2012","05",101038.24
"42582","2012","05",100902.8
"42583","2012","05",100801.22
"42584","2012","05",100699.64
"42585","2012","05",100699.64
"42586","2012","05",100631.92
"42587","2012","05",100530.34
"42588","2012","05",100428.76
"42589","2012","05",100428.76
"42590","2012","05",100394.9
"42591","2012","05",100428.76
"42592","2012","05",100462.62
"42593","2012","05",100394.9
"42594","2012","05",100293.32
"42595","2012","05",100157.88
"42596","2012","05",100124.02
"42597","2012","05",100056.3
"42598","2012","05",99954.72
"42599","2012","05",99853.14
"42600","2012","05",101580
"42601","2012","05",99751.56
"42602","2012","05",99717.7
"42603","2012","05",99751.56
"42604","2012","05",99751.56
"42605","2012","05",99785.42
"42606","2012","05",99887
"42607","2012","05",99887
"42608","2012","05",99988.58
"42609","2012","05",101580
"42610","2012","05",101580
"42611","2012","05",100090.16
"42612","2012","05",101580
"42613","2012","05",101580
"42614","2012","05",101580
"42615","2012","05",100191.74
"42616","2012","05",101580
"42617","2012","05",101580
"42618","2012","05",100191.74
"42619","2012","05",100191.74
"42620","2012","05",101580
"42621","2012","05",101580
"42622","2012","05",101580
"42623","2012","05",100361.04
"42624","2012","05",101580
"42625","2012","05",101580
"42626","2012","05",100462.62
"42627","2012","05",101580
"42628","2012","05",101580
"42629","2012","05",101580
"42630","2012","05",101580
"42631","2012","05",101580
"42632","2012","05",101580
"42633","2012","05",100462.62
"42634","2012","05",101580
"42635","2012","05",101580
"42636","2012","05",100462.62
"42637","2012","05",101580
"42638","2012","05",101580
"42639","2012","05",101580
"42640","2012","05",100496.48
"42641","2012","05",101580
"42642","2012","05",101580
"42643","2012","05",101580
"42644","2012","05",101580
"42645","2012","05",101580
"42646","2012","05",101580
"42647","2012","05",100598.06
"42648","2012","05",101580
"42649","2012","05",101580
"42650","2012","05",100598.06
"42651","2012","05",101580
"42652","2012","05",101580
"42653","2012","05",101580
"42654","2012","05",101580
"42655","2012","05",101580
"42656","2012","05",100699.64
"42657","2012","05",101580
"42658","2012","05",101580
"42659","2012","05",101580
"42660","2012","05",101580
"42661","2012","05",101580
"42662","2012","05",101580
"42663","2012","05",100733.5
"42664","2012","05",101580
"42665","2012","05",100767.36
"42666","2012","05",101580
"42667","2012","05",100733.5
"42668","2012","05",101580
"42669","2012","05",101580
"42670","2012","05",101580
"42671","2012","05",100665.78
"42672","2012","05",101580
"42673","2012","05",101580
"42674","2012","05",101580
"42675","2012","05",101580
"42676","2012","05",100733.5
"42677","2012","05",100665.78
"42678","2012","05",101580
"42679","2012","05",100699.64
"42680","2012","05",101580
"42681","2012","05",100631.92
"42682","2012","05",101580
"42683","2012","05",100665.78
"42684","2012","05",100767.36
"42685","2012","05",100733.5
"42686","2012","05",100835.08
"42687","2012","05",100868.94
"42688","2012","05",100936.66
"42689","2012","05",101038.24
"42690","2012","05",101072.1
"42691","2012","05",101241.4
"42692","2012","05",101580
"42693","2012","05",101580
"42694","2012","05",101241.4
"42695","2012","05",101376.84
"42696","2012","05",101444.56
"42697","2012","05",101580
"42698","2012","05",101580
"42699","2012","05",101444.56
"42700","2012","05",101512.28
"42701","2012","05",101580
"42702","2012","05",101580
"42703","2012","05",101647.72
"42704","2012","05",101580
"42705","2012","05",101681.58
"42706","2012","05",101715.44
"42707","2012","05",101749.3
"42708","2012","05",101681.58
"42709","2012","05",101580
"42710","2012","05",101715.44
"42711","2012","05",101783.16
"42712","2012","05",101884.74
"42713","2012","05",101884.74
"42714","2012","05",101918.6
"42715","2012","05",101952.46
"42716","2012","05",101918.6
"42717","2012","05",101850.88
"42718","2012","05",101817.02
"42719","2012","05",101783.16
"42720","2012","05",101850.88
"42721","2012","05",101884.74
"42722","2012","05",101884.74
"42723","2012","05",101817.02
"42724","2012","05",101850.88
"42725","2012","05",101850.88
"42726","2012","05",101884.74
"42727","2012","05",101850.88
"42728","2012","05",101884.74
"42729","2012","05",101850.88
"42730","2012","05",101884.74
"42731","2012","05",101850.88
"42732","2012","05",101884.74
"42733","2012","05",101850.88
"42734","2012","05",101580
"42735","2012","05",101783.16
"42736","2012","05",101749.3
"42737","2012","05",101749.3
"42738","2012","05",101749.3
"42739","2012","05",101783.16
"42740","2012","05",101783.16
"42741","2012","05",101715.44
"42742","2012","05",101647.72
"42743","2012","05",101613.86
"42744","2012","05",101580
"42745","2012","05",101580
"42746","2012","05",101580
"42747","2012","05",101546.14
"42748","2012","05",101580
"42749","2012","05",101546.14
"42750","2012","05",101613.86
"42751","2012","05",101613.86
"42752","2012","05",101613.86
"42753","2012","05",101580
"42754","2012","05",101546.14
"42755","2012","05",101580
"42756","2012","05",101613.86
"42757","2012","05",101613.86
"42758","2012","05",101647.72
"42759","2012","05",101580
"42760","2012","05",101647.72
"42761","2012","05",101681.58
"42762","2012","05",101681.58
"42763","2012","05",101715.44
"42764","2012","05",101783.16
"42765","2012","05",101783.16
"42766","2012","05",101783.16
"42767","2012","05",101681.58
"42768","2012","05",101681.58
"42769","2012","05",101749.3
"42770","2012","05",101783.16
"42771","2012","05",101783.16
"42772","2012","05",101749.3
"42773","2012","05",101681.58
"42774","2012","05",101715.44
"42775","2012","05",101715.44
"42776","2012","05",101783.16
"42777","2012","05",101850.88
"42778","2012","05",101817.02
"42779","2012","05",101817.02
"42780","2012","05",101884.74
"42781","2012","05",101952.46
"42782","2012","05",101986.32
"42783","2012","05",101986.32
"42784","2012","05",101580
"42785","2012","05",101986.32
"42786","2012","05",101952.46
"42787","2012","05",101986.32
"42788","2012","05",102020.18
"42789","2012","05",102121.76
"42790","2012","05",102121.76
"42791","2012","05",102087.9
"42792","2012","05",102087.9
"42793","2012","05",102087.9
"42794","2012","05",102087.9
"42795","2012","05",102054.04
"42796","2012","05",102054.04
"42797","2012","05",102054.04
"42798","2012","05",102020.18
"42799","2012","05",101986.32
"42800","2012","05",101952.46
"42801","2012","05",101952.46
"42802","2012","05",101986.32
"42803","2012","05",102020.18
"42804","2012","05",102054.04
"42805","2012","05",102121.76
"42806","2012","05",102121.76
"42807","2012","05",102155.62
"42808","2012","05",102155.62
"42809","2012","05",101580
"42810","2012","05",102121.76
"42811","2012","05",102121.76
"42812","2012","05",102087.9
"42813","2012","05",102121.76
"42814","2012","05",102121.76
"42815","2012","05",102189.48
"42816","2012","05",102189.48
"42817","2012","05",102155.62
"42818","2012","05",102121.76
"42819","2012","05",102054.04
"42820","2012","05",101986.32
"42821","2012","05",101952.46
"42822","2012","05",101884.74
"42823","2012","05",101817.02
"42824","2012","05",101783.16
"42825","2012","05",101715.44
"42826","2012","05",101715.44
"42827","2012","05",101681.58
"42828","2012","05",101715.44
"42829","2012","05",101681.58
"42830","2012","05",101715.44
"42831","2012","05",101715.44
"42832","2012","05",101647.72
"42833","2012","05",101647.72
"42834","2012","05",101580
"42835","2012","05",101580
"42836","2012","06",101613.86
"42837","2012","06",101613.86
"42838","2012","06",101613.86
"42839","2012","06",101580
"42840","2012","06",101613.86
"42841","2012","06",101613.86
"42842","2012","06",101613.86
