DATE,HourlySeaLevelPressure
2009-06-17T21:53:00,29.95
2009-06-17T22:53:00,29.96
2009-06-17T23:53:00,29.97
2009-06-17T23:59:00,
2009-06-18T00:53:00,29.98
2009-06-18T01:53:00,29.97
2009-06-18T02:53:00,29.96
2009-06-18T03:53:00,29.97
2009-06-18T04:53:00,29.98
2009-06-18T05:53:00,29.99
2009-06-18T06:53:00,29.99
2009-06-18T07:53:00,29.98
2009-06-18T08:53:00,29.98
2009-06-18T09:53:00,29.97
2009-06-18T10:53:00,29.96
2009-06-18T11:53:00,29.95
2009-06-18T12:53:00,29.94
2009-06-18T13:53:00,29.94
2009-06-18T14:53:00,29.92
2009-06-18T15:53:00,29.91
2009-06-18T16:53:00,29.92
2009-06-18T17:53:00,29.92
2009-06-18T18:53:00,29.92
2009-06-18T19:53:00,29.92
2009-06-18T20:53:00,29.94
2009-06-18T21:53:00,29.93
2009-06-18T22:53:00,29.93
2009-06-18T23:53:00,29.92
2009-06-18T23:59:00,
2009-06-19T00:53:00,29.9
2009-06-19T01:53:00,29.89
2009-06-19T02:53:00,29.87
2009-06-19T03:53:00,29.87
2009-06-19T04:53:00,29.89
2009-06-19T05:53:00,29.87
2009-06-19T06:53:00,29.86
2009-06-19T07:53:00,29.81
2009-06-19T08:53:00,29.8
2009-06-19T09:53:00,29.79
2009-06-19T10:53:00,29.79
2009-06-19T11:53:00,29.79
2009-06-19T12:53:00,29.78
2009-06-19T13:53:00,29.78
2009-06-19T14:53:00,29.78
2009-06-19T15:53:00,29.77
2009-06-19T16:53:00,29.76
2009-06-19T17:53:00,29.75
2009-06-19T18:53:00,29.73
2009-06-19T19:53:00,29.71
2009-06-19T20:53:00,29.7
2009-06-19T21:53:00,29.72
2009-06-19T22:53:00,29.72
2009-06-19T23:53:00,29.72
2009-06-19T23:59:00,
2009-06-20T00:53:00,29.72
2009-06-20T01:53:00,29.72
2009-06-20T02:53:00,29.71
2009-06-20T03:53:00,29.72
2009-06-20T04:53:00,29.73
2009-06-20T05:53:00,29.75
2009-06-20T06:53:00,29.73
2009-06-20T07:53:00,29.72
2009-06-20T08:53:00,29.7
2009-06-20T09:53:00,29.71
2009-06-20T10:53:00,29.7
2009-06-20T11:53:00,29.7
2009-06-20T12:53:00,29.72
2009-06-20T13:53:00,29.73
2009-06-20T14:53:00,29.75
2009-06-20T15:53:00,29.77
2009-06-20T16:53:00,29.75
2009-06-20T17:53:00,29.75
2009-06-20T18:53:00,29.73
2009-06-20T19:53:00,29.72
2009-06-20T20:53:00,29.72
2009-06-20T21:53:00,29.72
2009-06-20T22:53:00,29.7
2009-06-20T23:53:00,29.7
2009-06-20T23:59:00,
2009-06-21T00:53:00,29.7
2009-06-21T01:53:00,29.7
2009-06-21T02:53:00,29.71
2009-06-21T03:53:00,29.72
2009-06-21T04:53:00,29.71
2009-06-21T05:53:00,29.72
2009-06-21T06:53:00,29.75
2009-06-21T07:53:00,29.76
2009-06-21T08:53:00,29.78
2009-06-21T09:53:00,29.79
2009-06-21T10:53:00,29.8
2009-06-21T11:53:00,29.81
2009-06-21T12:53:00,29.82
2009-06-21T13:53:00,29.82
2009-06-21T14:53:00,29.82
2009-06-21T15:53:00,29.83
2009-06-21T16:53:00,29.84
2009-06-21T17:53:00,29.85
2009-06-21T18:53:00,29.88
2009-06-21T19:53:00,29.89
2009-06-21T20:53:00,29.91
2009-06-21T21:53:00,29.94
2009-06-21T22:53:00,29.94
2009-06-21T23:53:00,29.93
2009-06-21T23:59:00,
2009-06-22T00:53:00,29.94
2009-06-22T01:53:00,29.93
2009-06-22T02:53:00,29.93
2009-06-22T03:53:00,29.94
2009-06-22T04:53:00,29.94
2009-06-22T05:53:00,29.95
2009-06-22T06:53:00,29.92
2009-06-22T07:53:00,29.93
2009-06-22T08:53:00,29.91
2009-06-22T09:53:00,29.91
2009-06-22T10:53:00,29.91
2009-06-22T11:53:00,29.91
2009-06-22T12:53:00,29.9
2009-06-22T13:53:00,29.89
2009-06-22T14:53:00,29.91
2009-06-22T15:53:00,29.92
2009-06-22T16:53:00,29.91
2009-06-22T17:53:00,29.91
2009-06-22T18:53:00,29.89
2009-06-22T19:53:00,29.89
2009-06-22T20:53:00,29.9
2009-06-22T21:53:00,29.91
2009-06-22T22:53:00,29.91
2009-06-22T23:53:00,29.91
2009-06-22T23:59:00,
2009-06-23T00:53:00,29.9
2009-06-23T01:53:00,29.9
2009-06-23T02:53:00,29.91
2009-06-23T03:53:00,29.91
2009-06-23T04:53:00,29.91
2009-06-23T05:53:00,29.92
2009-06-23T06:53:00,29.92
2009-06-23T07:53:00,29.9
2009-06-23T08:53:00,29.89
2009-06-23T09:53:00,29.88
2009-06-23T10:53:00,29.88
2009-06-23T11:53:00,29.88
2009-06-23T12:53:00,29.88
2009-06-23T13:53:00,29.88
2009-06-23T14:53:00,29.88
2009-06-23T15:53:00,29.89
2009-06-23T16:53:00,29.9
2009-06-23T17:53:00,29.91
2009-06-23T18:53:00,29.9
2009-06-23T19:53:00,29.9
2009-06-23T20:53:00,29.92
2009-06-23T21:53:00,29.93
2009-06-23T22:53:00,29.94
2009-06-23T23:53:00,29.94
2009-06-23T23:59:00,
2009-06-24T00:53:00,29.96
2009-06-24T01:53:00,29.96
2009-06-24T02:53:00,29.96
2009-06-24T03:53:00,29.97
2009-06-24T04:53:00,29.98
2009-06-24T05:53:00,30
2009-06-24T06:53:00,30
2009-06-24T07:53:00,29.98
2009-06-24T08:53:00,29.99
2009-06-24T09:53:00,29.98
2009-06-24T10:53:00,29.98
2009-06-24T11:53:00,29.96
2009-06-24T12:53:00,29.95
2009-06-24T13:53:00,29.95
2009-06-24T14:53:00,29.96
2009-06-24T15:53:00,29.96
2009-06-24T16:53:00,29.98
2009-06-24T17:53:00,29.98
2009-06-24T18:53:00,29.97
2009-06-24T19:53:00,29.96
2009-06-24T20:53:00,29.98
2009-06-24T21:53:00,29.98
2009-06-24T22:53:00,29.97
2009-06-24T23:53:00,29.97
2009-06-24T23:59:00,
2009-06-25T00:53:00,29.98
2009-06-25T01:53:00,29.98
2009-06-25T02:53:00,30
2009-06-25T03:53:00,30
2009-06-25T04:53:00,30.03
2009-06-25T05:53:00,30.03
2009-06-25T06:53:00,30
2009-06-25T07:53:00,29.99
2009-06-25T08:53:00,29.98
2009-06-25T09:53:00,29.97
2009-06-25T10:53:00,29.97
2009-06-25T11:53:00,29.97
2009-06-25T12:20:00,
2009-06-25T12:53:00,29.98
2009-06-25T13:53:00,29.96
2009-06-25T14:53:00,29.95
2009-06-25T15:53:00,29.97
2009-06-25T16:53:00,29.96
2009-06-25T17:53:00,29.97
2009-06-25T18:53:00,29.96
2009-06-25T19:53:00,29.96
2009-06-25T20:53:00,29.96
2009-06-25T21:53:00,29.98
2009-06-25T22:53:00,29.98
2009-06-25T23:53:00,29.98
2009-06-25T23:59:00,
2009-06-26T00:53:00,29.99
2009-06-26T01:53:00,29.98
2009-06-26T02:53:00,29.98
2009-06-26T03:53:00,29.99
2009-06-26T04:53:00,29.99
2009-06-26T05:53:00,30.01
2009-06-26T06:53:00,30.01
2009-06-26T07:53:00,30.01
2009-06-26T08:53:00,30.01
2009-06-26T09:53:00,30
2009-06-26T10:53:00,30
2009-06-26T11:53:00,30.01
2009-06-26T12:53:00,30
2009-06-26T13:53:00,30
2009-06-26T14:53:00,30.01
2009-06-26T15:53:00,30.01
2009-06-26T16:53:00,30.02
2009-06-26T17:53:00,30.03
2009-06-26T18:53:00,30.04
2009-06-26T19:53:00,30.03
2009-06-26T20:53:00,30.06
2009-06-26T21:53:00,30.07
2009-06-26T22:53:00,30.09
2009-06-26T23:53:00,30.11
2009-06-26T23:59:00,
2009-06-27T00:53:00,30.1
2009-06-27T01:53:00,30.11
2009-06-27T02:53:00,30.12
2009-06-27T03:53:00,30.12
2009-06-27T04:53:00,30.15
2009-06-27T05:53:00,30.16
2009-06-27T06:53:00,30.16
2009-06-27T07:53:00,30.14
2009-06-27T08:53:00,30.14
2009-06-27T09:53:00,30.14
2009-06-27T10:53:00,30.14
2009-06-27T11:53:00,30.15
2009-06-27T12:53:00,30.13
2009-06-27T13:53:00,30.12
2009-06-27T14:53:00,30.11
2009-06-27T15:53:00,30.1
2009-06-27T16:53:00,30.09
2009-06-27T17:53:00,30.11
2009-06-27T18:53:00,30.11
2009-06-27T19:53:00,30.1
2009-06-27T20:53:00,30.12
2009-06-27T21:53:00,30.14
2009-06-27T22:53:00,30.13
2009-06-27T23:53:00,30.14
2009-06-27T23:59:00,
2009-06-28T00:53:00,30.12
2009-06-28T01:53:00,30.11
2009-06-28T02:53:00,30.12
2009-06-28T03:53:00,30.13
2009-06-28T04:53:00,30.14
2009-06-28T05:53:00,30.15
2009-06-28T06:53:00,30.14
2009-06-28T07:53:00,30.14
2009-06-28T08:53:00,30.11
2009-06-28T09:53:00,30.11
2009-06-28T10:53:00,30.1
2009-06-28T11:53:00,30.09
2009-06-28T12:53:00,30.07
2009-06-28T13:53:00,30.04
2009-06-28T14:53:00,30.04
2009-06-28T15:53:00,30.04
2009-06-28T16:53:00,30.03
2009-06-28T17:53:00,30.03
2009-06-28T18:53:00,30.03
2009-06-28T19:53:00,30.03
2009-06-28T20:53:00,30.04
2009-06-28T21:53:00,30.05
2009-06-28T22:53:00,30.04
2009-06-28T23:53:00,30.03
2009-06-28T23:59:00,
2009-06-29T00:53:00,30.01
2009-06-29T01:53:00,30.01
2009-06-29T02:53:00,30.01
2009-06-29T03:53:00,30.02
2009-06-29T04:53:00,30.03
2009-06-29T05:53:00,30.04
2009-06-29T06:53:00,30.02
2009-06-29T07:53:00,30.01
2009-06-29T08:53:00,30.01
2009-06-29T09:53:00,29.99
2009-06-29T10:53:00,29.98
2009-06-29T11:53:00,29.96
2009-06-29T12:53:00,29.96
2009-06-29T13:53:00,29.96
2009-06-29T14:53:00,29.96
2009-06-29T15:53:00,29.94
2009-06-29T16:53:00,29.96
2009-06-29T17:53:00,29.96
2009-06-29T18:53:00,29.96
2009-06-29T19:53:00,29.96
2009-06-29T20:53:00,29.97
2009-06-29T21:53:00,29.96
2009-06-29T22:53:00,29.96
2009-06-29T23:53:00,29.94
2009-06-29T23:59:00,
2009-06-30T00:53:00,29.93
2009-06-30T01:53:00,29.94
2009-06-30T02:53:00,29.94
2009-06-30T03:53:00,29.94
2009-06-30T04:53:00,29.95
2009-06-30T05:53:00,29.96
2009-06-30T06:53:00,29.96
2009-06-30T07:53:00,29.94
2009-06-30T08:53:00,29.94
2009-06-30T09:53:00,29.92
2009-06-30T10:53:00,29.94
2009-06-30T11:53:00,29.96
2009-06-30T12:53:00,30.01
2009-06-30T13:53:00,30.02
2009-06-30T14:53:00,30.03
2009-06-30T15:53:00,30.02
2009-06-30T16:53:00,29.99
2009-06-30T17:53:00,29.99
2009-06-30T18:53:00,29.97
2009-06-30T19:53:00,29.96
2009-06-30T20:53:00,29.97
2009-06-30T21:53:00,29.97
2009-06-30T22:53:00,29.98
2009-06-30T23:53:00,29.98
2009-06-30T23:59:00,
2009-06-30T23:59:00,
2009-07-01T00:53:00,29.99
2009-07-01T01:53:00,29.99
2009-07-01T02:53:00,30.01
2009-07-01T03:53:00,30.01
2009-07-01T04:53:00,30.01
2009-07-01T05:53:00,30.02
2009-07-01T06:53:00,30.01
2009-07-01T07:53:00,29.99
2009-07-01T08:53:00,29.98
2009-07-01T09:53:00,29.98
2009-07-01T10:53:00,29.98
2009-07-01T11:53:00,29.97
2009-07-01T12:53:00,29.94
2009-07-01T13:53:00,29.95
2009-07-01T14:53:00,29.94
2009-07-01T15:42:00,
2009-07-01T15:53:00,29.95
2009-07-01T16:53:00,29.95
2009-07-01T17:53:00,29.95
2009-07-01T18:53:00,29.96
2009-07-01T19:53:00,29.96
2009-07-01T20:53:00,29.98
2009-07-01T21:53:00,29.98
2009-07-01T22:53:00,29.98
2009-07-01T23:53:00,29.96
2009-07-01T23:59:00,
2009-07-02T00:53:00,29.96
2009-07-02T01:53:00,29.97
2009-07-02T02:53:00,29.98
2009-07-02T03:53:00,29.99
2009-07-02T04:53:00,29.99
2009-07-02T05:53:00,29.99
2009-07-02T06:53:00,29.99
2009-07-02T07:53:00,29.97
2009-07-02T08:53:00,29.98
2009-07-02T09:53:00,29.98
2009-07-02T10:53:00,29.98
2009-07-02T11:53:00,29.96
2009-07-02T12:53:00,29.97
2009-07-02T13:13:00,
2009-07-02T13:17:00,
2009-07-02T13:26:00,
2009-07-02T13:41:00,
2009-07-02T13:49:00,
2009-07-02T13:51:00,
2009-07-02T13:53:00,30.02
2009-07-02T14:53:00,29.98
2009-07-02T15:53:00,29.97
2009-07-02T16:53:00,29.98
2009-07-02T17:53:00,29.99
2009-07-02T18:53:00,30.01
2009-07-02T19:53:00,30.01
2009-07-02T20:53:00,30.04
2009-07-02T21:53:00,30.05
2009-07-02T22:53:00,30.05
2009-07-02T23:53:00,30.05
2009-07-02T23:59:00,
2009-07-03T00:53:00,30.07
2009-07-03T01:53:00,30.1
2009-07-03T02:53:00,30.08
2009-07-03T03:53:00,30.06
2009-07-03T04:53:00,30.08
2009-07-03T05:53:00,30.08
2009-07-03T06:53:00,30.09
2009-07-03T07:53:00,30.09
2009-07-03T08:53:00,30.06
2009-07-03T09:53:00,30.07
2009-07-03T10:53:00,30.06
2009-07-03T11:53:00,30.08
2009-07-03T12:53:00,30.07
2009-07-03T13:53:00,30.07
2009-07-03T14:53:00,30.07
2009-07-03T15:53:00,30.07
2009-07-03T16:53:00,30.08
2009-07-03T17:53:00,30.08
2009-07-03T18:53:00,30.08
2009-07-03T19:53:00,30.09
2009-07-03T20:53:00,30.09
2009-07-03T21:53:00,30.1
2009-07-03T22:53:00,30.11
2009-07-03T23:53:00,30.1
2009-07-03T23:59:00,
2009-07-04T00:53:00,30.1
2009-07-04T01:53:00,30.09
2009-07-04T02:53:00,30.09
2009-07-04T03:53:00,30.11
2009-07-04T04:53:00,30.12
2009-07-04T05:53:00,30.12
2009-07-04T06:53:00,30.09
2009-07-04T07:53:00,30.09
2009-07-04T08:53:00,30.08
2009-07-04T09:53:00,30.08
2009-07-04T10:53:00,30.08
2009-07-04T11:53:00,30.07
2009-07-04T12:53:00,30.06
2009-07-04T13:53:00,30.06
2009-07-04T14:53:00,30.06
2009-07-04T15:53:00,30.06
2009-07-04T16:53:00,30.07
2009-07-04T17:53:00,30.06
2009-07-04T18:53:00,30.07
2009-07-04T19:53:00,30.06
2009-07-04T20:53:00,30.08
2009-07-04T21:53:00,30.08
2009-07-04T22:53:00,30.08
2009-07-04T23:53:00,30.08
2009-07-04T23:59:00,
2009-07-05T00:53:00,30.07
2009-07-05T01:53:00,30.06
2009-07-05T02:53:00,30.07
2009-07-05T03:53:00,30.07
2009-07-05T04:53:00,30.08
2009-07-05T05:53:00,30.09
2009-07-05T06:53:00,30.08
2009-07-05T07:53:00,30.06
2009-07-05T08:53:00,30.04
2009-07-05T09:53:00,30.03
2009-07-05T10:53:00,30.03
2009-07-05T11:53:00,30.01
2009-07-05T12:53:00,30.01
2009-07-05T13:53:00,30
2009-07-05T14:53:00,30
2009-07-05T15:53:00,30.01
2009-07-05T16:53:00,30.02
2009-07-05T17:53:00,30.04
2009-07-05T18:53:00,30.02
2009-07-05T19:53:00,30.01
2009-07-05T20:53:00,30.01
2009-07-05T21:53:00,30
2009-07-05T22:53:00,29.98
2009-07-05T23:53:00,29.98
2009-07-05T23:59:00,
2009-07-06T00:53:00,29.97
2009-07-06T01:53:00,29.97
2009-07-06T02:53:00,29.98
2009-07-06T03:53:00,29.98
2009-07-06T04:53:00,29.98
2009-07-06T05:53:00,29.99
2009-07-06T06:53:00,29.98
2009-07-06T07:53:00,30
2009-07-06T08:53:00,29.99
2009-07-06T09:53:00,29.99
2009-07-06T10:53:00,29.99
2009-07-06T11:53:00,29.99
2009-07-06T12:53:00,29.98
2009-07-06T13:53:00,29.97
2009-07-06T14:53:00,29.97
2009-07-06T15:53:00,29.98
2009-07-06T16:53:00,29.97
2009-07-06T17:53:00,29.97
2009-07-06T18:53:00,29.97
2009-07-06T19:53:00,29.98
2009-07-06T20:53:00,29.98
2009-07-06T21:53:00,29.98
2009-07-06T22:53:00,29.96
2009-07-06T23:53:00,29.96
2009-07-06T23:59:00,
2009-07-07T00:53:00,29.96
2009-07-07T01:53:00,29.96
2009-07-07T02:53:00,29.94
2009-07-07T03:53:00,29.93
2009-07-07T04:53:00,29.96
2009-07-07T05:53:00,29.94
2009-07-07T06:53:00,29.9
2009-07-07T07:53:00,29.91
2009-07-07T08:53:00,29.9
2009-07-07T09:53:00,29.91
2009-07-07T10:53:00,29.91
2009-07-07T11:53:00,29.93
2009-07-07T12:53:00,29.94
2009-07-07T13:53:00,29.93
2009-07-07T14:53:00,29.92
2009-07-07T15:53:00,29.9
2009-07-07T16:53:00,29.93
2009-07-07T17:53:00,29.92
2009-07-07T18:53:00,29.89
2009-07-07T19:53:00,29.89
2009-07-07T20:53:00,29.9
2009-07-07T21:53:00,29.89
2009-07-07T22:53:00,29.89
2009-07-07T23:53:00,29.88
2009-07-07T23:59:00,
2009-07-08T00:53:00,29.88
2009-07-08T01:53:00,29.88
2009-07-08T02:53:00,29.9
2009-07-08T03:53:00,29.92
2009-07-08T04:53:00,29.95
2009-07-08T05:53:00,29.95
2009-07-08T06:53:00,29.93
2009-07-08T07:53:00,29.93
2009-07-08T08:53:00,29.93
2009-07-08T09:53:00,29.93
2009-07-08T10:53:00,29.93
2009-07-08T11:53:00,29.92
2009-07-08T12:53:00,29.91
2009-07-08T13:53:00,29.91
2009-07-08T14:53:00,29.91
2009-07-08T15:53:00,29.93
2009-07-08T16:53:00,29.95
2009-07-08T17:53:00,29.94
2009-07-08T18:53:00,29.92
2009-07-08T19:53:00,29.93
2009-07-08T20:53:00,29.94
2009-07-08T21:53:00,29.95
2009-07-08T22:53:00,29.94
2009-07-08T23:53:00,29.96
2009-07-08T23:59:00,
2009-07-09T00:53:00,29.96
2009-07-09T01:53:00,29.95
2009-07-09T02:53:00,29.95
2009-07-09T03:53:00,29.94
2009-07-09T04:53:00,29.98
2009-07-09T05:53:00,30
2009-07-09T06:53:00,29.99
2009-07-09T07:53:00,29.98
2009-07-09T08:53:00,29.97
2009-07-09T09:53:00,29.98
2009-07-09T10:53:00,29.98
2009-07-09T11:53:00,29.99
2009-07-09T12:53:00,29.99
2009-07-09T13:53:00,29.98
2009-07-09T14:53:00,29.97
2009-07-09T15:53:00,29.98
2009-07-09T16:53:00,30
2009-07-09T17:53:00,30
2009-07-09T18:53:00,29.98
2009-07-09T19:53:00,29.99
2009-07-09T20:53:00,30
2009-07-09T21:53:00,30.02
2009-07-09T22:53:00,30.03
2009-07-09T23:53:00,30.03
2009-07-09T23:59:00,
2009-07-10T00:53:00,30.02
2009-07-10T01:53:00,30.02
2009-07-10T02:53:00,30.03
2009-07-10T03:53:00,30.03
2009-07-10T04:53:00,30.04
2009-07-10T05:53:00,30.04
2009-07-10T06:53:00,30.02
2009-07-10T07:53:00,30
2009-07-10T08:53:00,30.01
2009-07-10T09:53:00,30.02
2009-07-10T10:53:00,30.02
2009-07-10T11:53:00,30.03
2009-07-10T12:53:00,30.03
2009-07-10T13:53:00,30.03
2009-07-10T14:53:00,30.03
2009-07-10T15:53:00,30.03
2009-07-10T16:53:00,30.03
2009-07-10T17:53:00,30.03
2009-07-10T18:53:00,30.02
2009-07-10T19:53:00,30.01
2009-07-10T20:53:00,30.03
2009-07-10T21:53:00,30.03
2009-07-10T22:53:00,30.04
2009-07-10T23:53:00,30.03
2009-07-10T23:59:00,
2009-07-11T00:53:00,30.02
2009-07-11T01:53:00,30.02
2009-07-11T02:53:00,30.01
2009-07-11T03:53:00,30.02
2009-07-11T04:53:00,30.03
2009-07-11T05:53:00,30.04
2009-07-11T06:53:00,30.05
2009-07-11T07:53:00,30.03
2009-07-11T08:53:00,30.03
2009-07-11T09:53:00,30.03
2009-07-11T10:53:00,30.04
2009-07-11T11:53:00,30.03
2009-07-11T12:53:00,30.02
2009-07-11T13:53:00,30.01
2009-07-11T14:53:00,30.02
2009-07-11T15:53:00,30.14
2009-07-11T16:23:00,
2009-07-11T16:34:00,
2009-07-11T16:53:00,30.14
2009-07-11T17:53:00,30.14
2009-07-11T18:53:00,30.11
2009-07-11T19:53:00,30.09
2009-07-11T20:53:00,30.1
2009-07-11T21:53:00,30.1
2009-07-11T22:53:00,30.08
2009-07-11T23:53:00,30.06
2009-07-11T23:59:00,
2009-07-12T00:53:00,30.04
2009-07-12T01:53:00,30.03
2009-07-12T02:53:00,30.03
2009-07-12T03:53:00,30.06
2009-07-12T04:53:00,30.09
2009-07-12T05:53:00,30.09
2009-07-12T06:53:00,30.11
2009-07-12T07:53:00,30.09
2009-07-12T08:53:00,30.08
2009-07-12T09:53:00,30.08
2009-07-12T10:53:00,30.08
2009-07-12T11:53:00,30.09
2009-07-12T12:53:00,30.1
2009-07-12T13:53:00,30.08
2009-07-12T14:53:00,30.06
2009-07-12T15:53:00,30.06
2009-07-12T16:53:00,30.06
2009-07-12T17:53:00,30.05
2009-07-12T18:53:00,30.06
2009-07-12T19:53:00,30.06
2009-07-12T20:53:00,30.08
2009-07-12T21:53:00,30.09
2009-07-12T22:53:00,30.09
2009-07-12T23:53:00,30.1
2009-07-12T23:59:00,
2009-07-13T00:53:00,30.13
2009-07-13T01:53:00,30.14
2009-07-13T02:53:00,30.14
2009-07-13T03:53:00,30.15
2009-07-13T04:53:00,30.16
2009-07-13T05:53:00,30.18
2009-07-13T06:53:00,30.15
2009-07-13T07:53:00,30.13
2009-07-13T08:53:00,30.12
2009-07-13T09:53:00,30.11
2009-07-13T10:53:00,30.11
2009-07-13T11:53:00,30.09
2009-07-13T12:53:00,30.1
2009-07-13T13:53:00,30.11
2009-07-13T14:53:00,30.09
2009-07-13T15:53:00,30.09
2009-07-13T16:53:00,30.08
2009-07-13T17:53:00,30.09
2009-07-13T18:53:00,30.09
2009-07-13T19:53:00,30.09
2009-07-13T20:53:00,30.11
2009-07-13T21:53:00,30.11
2009-07-13T22:53:00,30.11
2009-07-13T23:53:00,30.1
2009-07-13T23:59:00,
2009-07-14T00:53:00,30.11
2009-07-14T01:53:00,30.11
2009-07-14T02:53:00,30.09
2009-07-14T03:53:00,30.11
2009-07-14T04:53:00,30.11
2009-07-14T05:53:00,30.12
2009-07-14T06:53:00,30.11
2009-07-14T07:53:00,30.08
2009-07-14T08:53:00,30.07
2009-07-14T09:53:00,30.06
2009-07-14T10:53:00,30.06
2009-07-14T11:53:00,30.06
2009-07-14T12:53:00,30.05
2009-07-14T13:53:00,30.04
2009-07-14T14:53:00,30.02
2009-07-14T15:53:00,30.02
2009-07-14T16:53:00,30.03
2009-07-14T17:53:00,30.04
2009-07-14T18:53:00,30.04
2009-07-14T19:53:00,30.04
2009-07-14T20:53:00,30.06
2009-07-14T21:53:00,30.07
2009-07-14T22:53:00,30.07
2009-07-14T23:53:00,30.08
2009-07-14T23:59:00,
2009-07-15T00:53:00,30.08
2009-07-15T01:53:00,30.08
2009-07-15T02:53:00,30.08
2009-07-15T03:53:00,30.09
2009-07-15T04:53:00,30.11
2009-07-15T05:53:00,30.12
2009-07-15T06:53:00,30.13
2009-07-15T07:53:00,30.12
2009-07-15T08:53:00,30.11
2009-07-15T09:53:00,30.12
2009-07-15T10:53:00,30.11
2009-07-15T11:53:00,30.11
2009-07-15T12:53:00,30.1
2009-07-15T13:53:00,30.1
2009-07-15T14:53:00,30.1
2009-07-15T15:53:00,30.11
2009-07-15T16:53:00,30.11
2009-07-15T17:53:00,30.13
2009-07-15T18:53:00,30.14
2009-07-15T19:53:00,30.14
2009-07-15T20:53:00,30.15
2009-07-15T21:53:00,30.15
2009-07-15T22:53:00,30.16
2009-07-15T23:53:00,30.16
2009-07-15T23:59:00,
2009-07-16T00:53:00,30.17
2009-07-16T01:53:00,30.18
2009-07-16T02:53:00,30.18
2009-07-16T03:53:00,30.18
2009-07-16T04:53:00,30.2
2009-07-16T05:53:00,30.22
2009-07-16T06:53:00,30.21
2009-07-16T07:53:00,30.21
2009-07-16T08:53:00,30.19
2009-07-16T09:53:00,30.19
2009-07-16T10:53:00,30.2
2009-07-16T11:53:00,30.2
2009-07-16T12:53:00,30.2
2009-07-16T13:53:00,30.19
2009-07-16T14:53:00,30.18
2009-07-16T15:53:00,30.18
2009-07-16T16:53:00,30.19
2009-07-16T17:53:00,30.19
2009-07-16T18:53:00,30.2
2009-07-16T19:53:00,30.19
2009-07-16T20:53:00,30.2
2009-07-16T21:53:00,30.21
2009-07-16T22:53:00,30.22
2009-07-16T23:53:00,30.23
2009-07-16T23:59:00,
2009-07-17T00:53:00,30.22
2009-07-17T01:53:00,30.2
2009-07-17T02:53:00,30.21
2009-07-17T03:53:00,30.22
2009-07-17T04:53:00,30.24
2009-07-17T05:53:00,30.25
2009-07-17T06:53:00,30.25
2009-07-17T07:53:00,30.22
2009-07-17T08:53:00,30.21
2009-07-17T09:53:00,30.21
2009-07-17T10:53:00,30.2
2009-07-17T11:53:00,30.19
2009-07-17T12:53:00,30.17
2009-07-17T13:53:00,30.16
2009-07-17T14:53:00,30.14
2009-07-17T15:53:00,30.13
2009-07-17T16:53:00,30.14
2009-07-17T17:53:00,30.16
2009-07-17T18:53:00,30.15
2009-07-17T19:53:00,30.15
2009-07-17T20:53:00,30.15
2009-07-17T21:53:00,30.16
2009-07-17T22:53:00,30.16
2009-07-17T23:53:00,30.16
2009-07-17T23:59:00,
2009-07-18T00:53:00,30.15
2009-07-18T01:53:00,30.14
2009-07-18T02:53:00,30.14
2009-07-18T03:53:00,30.14
2009-07-18T04:53:00,30.16
2009-07-18T05:53:00,30.17
2009-07-18T06:53:00,30.16
2009-07-18T07:53:00,30.16
2009-07-18T08:53:00,30.12
2009-07-18T09:53:00,30.13
2009-07-18T10:53:00,30.11
2009-07-18T11:53:00,30.11
2009-07-18T12:53:00,30.08
2009-07-18T13:53:00,30.08
2009-07-18T14:53:00,30.06
2009-07-18T15:53:00,30.07
2009-07-18T16:53:00,30.08
2009-07-18T17:53:00,30.1
2009-07-18T18:53:00,30.11
2009-07-18T19:53:00,30.12
2009-07-18T20:53:00,30.11
2009-07-18T21:53:00,30.11
2009-07-18T22:53:00,30.09
2009-07-18T23:53:00,30.09
2009-07-18T23:59:00,
2009-07-19T00:53:00,30.08
2009-07-19T01:53:00,30.09
2009-07-19T02:53:00,30.09
2009-07-19T03:53:00,30.1
2009-07-19T04:53:00,30.11
2009-07-19T05:53:00,30.12
2009-07-19T06:53:00,30.13
2009-07-19T07:53:00,30.14
2009-07-19T08:53:00,30.11
2009-07-19T09:53:00,30.1
2009-07-19T10:53:00,30.08
2009-07-19T11:53:00,30.07
2009-07-19T12:53:00,30.06
2009-07-19T13:53:00,30.07
2009-07-19T14:53:00,30.07
2009-07-19T15:53:00,30.06
2009-07-19T16:53:00,30.07
2009-07-19T17:53:00,30.08
2009-07-19T18:53:00,30.09
2009-07-19T19:53:00,30.11
2009-07-19T20:53:00,30.1
2009-07-19T21:53:00,30.09
2009-07-19T22:53:00,30.07
2009-07-19T23:53:00,30.08
2009-07-19T23:59:00,
2009-07-20T00:53:00,30.08
2009-07-20T01:53:00,30.08
2009-07-20T02:53:00,30.08
2009-07-20T03:53:00,30.09
2009-07-20T04:53:00,30.11
2009-07-20T05:53:00,30.11
2009-07-20T06:53:00,30.1
2009-07-20T07:53:00,30.09
2009-07-20T08:53:00,30.07
2009-07-20T09:53:00,30.06
2009-07-20T10:53:00,30.07
2009-07-20T11:53:00,30.08
2009-07-20T12:53:00,30.08
2009-07-20T13:53:00,30.07
2009-07-20T14:53:00,30.06
2009-07-20T15:53:00,30.06
2009-07-20T16:53:00,30.08
